favorite_count,full_text,clean_text,sentiment
0,@MasMasBiassaa @tyaaassh Ngomong e bonusan isi bensin shell paman,ngomong e bonusan isi bensin shell paman,neutral
0,@richkidshen ehh kek petugas pom bensin shell sihh,ehh kek petugas pom bensin shell sihh,neutral
0,@Nmravit Maaf mod td lg di shell isi bensin dulu,maaf mod td lg shell isi bensin,positive
0,@floweringseroja daerah mana ya kak tadi lagi isi bensin di shell sempet liat ada 4 mobil damkar lewat? ,daerah ya kak isi bensin shell sempet liat mobil damkar,neutral
0,@TMCPoldaMetro @thecatguy279 Kan dia emang udah bilang semenjak separator busway nya diperpanjang sampe depan Pom Bensin Shell . Jadi bottle neck dan macet! Yg dia mau itu solusi lain. Bukan info yang udah dia tau ,emang udah bilang semenjak separator busway diperpanjang sampe pom bensin shell bottle neck macet solusi info udah tau,neutral
0,@TMCPoldaMetro ini macet di bawah underpass PIM ini selalu terjadi pagi siang malem semenjak separator busway nya diperpanjang sampe depan Pom Bensin Shell . Jadi bottle neck dan macet! Keren banget! https://t.co/aUAaK8uune,macet underpass pim pagi siang malem semenjak separator busway diperpanjang sampe pom bensin shell bottle neck macet keren banget,neutral
0,@ChiffonIvory shell bukannya jual bensin,shell jual bensin,neutral
0,Pertama X isi bensin di Shell stlh pergantian manajemen ke perusahaan lokal biasanya langsung di layani ini 10 menit nggak ada petugas Katanya kurang orang. Seyem.,x isi bensin shell stlh pergantian manajemen perusahaan lokal langsung layani menit nggak petugas orang seyem,neutral
1,Pergi ke sentul naik Yaris Cross. Dapet 1 : 32. Bensin isi Shell doang 50rb https://t.co/FhSPgvgXJc,pergi sentul yaris cross dapet bensin isi shell doang rb,neutral
0,Harga bahan bakar minyak (BBM) di SPBU PT Pertamina pada pekan pertama di Juni 2025 terpantau turun dibandingkan pada bulan sebelumnya. Selengkapnya: https://t.co/hrFywbbb7Q #bensin #bbm #bbmbp #bbmpertamina #hargabensin #bensinturun #bbmvivo #hargabbm #hargabbm1juni https://t.co/TyEa11gfKF,harga bahan bakar minyak bbm spbu pt pertamina pekan juni terpantau turun dibandingkan selengkapnya,positive
0,Blistener! Mulai 1 Juni 2025 harga BBM nonsubsidi turun ️ Pertamax dari Rp12.400 jadi Rp12.100/liter di Jakarta. Shell BP-AKR sampe Vivo juga ikutan nurunin harga. Lumayan irit isi bensin nih! #MorningVoice,blistener juni harga bbm nonsubsidi turun pertamax rp rpliter jakarta shell bpakr sampe vivo ikutan nurunin harga lumayan irit isi bensin,positive
0,Malu bgt anjing tdi di pom bensin mtr ku ke gas trs dia loncat mana lgi rame itu shell untung abangnya gercep bgt nolongin,malu bgt anjing tdi pom bensin mtr ku gas trs loncat lgi rame shell untung abangnya gercep bgt nolongin,positive
0,td isi bensin di shell dan selama isi bensin mba2 yang isiin ngajak ngobrol dan nanya2 semester berapa gue bilang semester 6 kak. ABIS ITU disemangatin buat nyusun skripsi tengs mba semoga km sehat selalu,td isi bensin shell isi bensin mba isiin ngajak ngobrol nanya semester gue bilang semester kak abis disemangatin nyusun skripsi tengs mba semoga km sehat,neutral
0,@strwberimun trus yaopo la emang ngisi bensin nang shell mbek ijo,trus yaopo la emang ngisi bensin nang shell mbek ijo,neutral
0,@hrdbacot pengen juga pakek shell tapi motorku kan cuma suprafit 2006. takut dimarahin yang punya bengkel resmi lagi ngapain pak pakek bengsing bagus2.. udah pakek premium aja . mekaniknya cumak cengar-cengir sambil nguras bensin bagus tadi buat nyusi karburator.,pengen pakek shell motorku suprafit takut dimarahin bengkel resmi ngapain pakek bengsing bagus udah pakek premium mekaniknya cumak cengarcengir nguras bensin bagus nyusi karburator,positive
4,@barrabavraz @hrdbacot Keuntungan pakai shell? Beli bensin dapet point member baru dapet point ganti oli tiap rabu dapet point 100 tarikan motor jauh lebih enak kalo bener2 di isi dari tangki mau abis. Motor saya harusnya pake RON90 tp saya isi Shell/BP terus,keuntungan pakai shell beli bensin dapet point member dapet point ganti oli rabu dapet point tarikan motor enak kalo bener isi tangki abis motor pake ron tp isi shellbp,neutral
0,1. Gw isi full bensin pake shell 2. Motor gw dipinjem 3. Diminta buat anter makanan ke rumah gw nolak Jadi... Gatau diri?,gw isi full bensin pake shell motor gw dipinjem anter makanan rumah gw nolak gatau,neutral
2,Kopi di pom bensin Shell ternyata cukup OK. ,kopi pom bensin shell ok,positive
143,@Auto___Revo Nitro+ itu bensin buat Supercar. Diabuse sm pengguna motor matic spek valap ala2 buat dipake kevut2an Shell Antasari yg deket Kemang 24 jam itu sampe ga jual lagi Nitro+ karena dipake trek2an Kalo motor matic lokal Super92 aja udah bagus bgt. Gausah Nitro+. Vpower aja overkill,nitro bensin supercar diabuse sm pengguna motor matic spek valap ala dipake kevutan shell antasari deket kemang jam sampe ga jual nitro dipake trekan kalo motor matic lokal super udah bagus bgt gausah nitro vpower overkill,neutral
0,Tai lah shell cabut dari indo. Walaupun tetep dipasok bensin nya tapi tetep aja ngaco. Setres.,tai shell cabut indo tetep dipasok bensin tetep ngaco setres,positive
43,@innovacommunity Kemungkinan pake v-power nitro+ harusnya pake super. Tapi keren sii memang bbm shell bikin bensin bersih maka nya diusahakan punya mobil/motor pake shell. https://t.co/6LM8lF1v0z,pake vpower nitro pake super keren sii bbm shell bikin bensin bersih diusahakan mobilmotor pake shell,positive
0,Sejauh tgl 17 isi shell vpower 95 sampe skarang belum isi bensin lagi. ,tgl isi shell vpower sampe skarang isi bensin,neutral
0,Lah iya juga ya. Hebat banget bisa jaga dokumen serapih itu. Gue aja struk bensin baru seminggu udah ilang kemana suka nga ketemu kalo mau rembes. Jadinya sekarang diusahakan make Shell soalnya struk masuk aplikasi kalo ngisi ditempat lain beres isi bensin difoto struknya,iya ya hebat banget jaga dokumen serapih gue struk bensin seminggu udah ilang kemana suka nga ketemu kalo rembes diusahakan make shell struk masuk aplikasi kalo ngisi ditempat beres isi bensin difoto struknya,positive
0,shit mennn. gua selalu beli shell lagi. masa kudu masuk bensin oplosan sih rotom eug? https://t.co/miBHVrYcPz,shit mennn gua beli shell kudu masuk bensin oplosan rotom eug,neutral
0,@SeulBaebee Brarti hyung kalo beli bensin buat beliin shell ato spbu nya yak https://t.co/V1dCmyrXu7,brarti hyung kalo beli bensin beliin shell ato spbu yak,neutral
0,@Cypr__ shell yang bensin bukan si?,shell bensin si,neutral
0,@detikcom Saya lebih percaya isi BBM di Shell literannya cukup bensin nya juga di bilang meyakinkan,percaya isi bbm shell literannya bensin bilang,neutral
1,@LexWu_13 Taun² kmrn isi bensin shell org pom ny klo ad bensin yg netes di lapin skrg kaya buru2 bgt ampe kadang ad yg netes2 mirip Pertamina ya walaupun gw tau gpp si berceceran asal gk tumpah tpi makin ke sini jdi rada mirip² terus denger ni berita jdi beralih ke pom Muhammadiyah aj lh,taun² kmrn isi bensin shell org pom ny klo ad bensin netes lapin skrg kaya buru bgt ampe kadang ad netes pertamina ya gw tau gpp si berceceran tumpah tpi jdi rada mirip² denger ni berita jdi beralih pom muhammadiyah aj lh,negative
2,@LexWu_13 karena ada yg takut.. itu terbongkar lgi.. secara bensin shell memang bagus shell gk pernah rugi.. si merah rugi terus.. selalu rakyat di korban kan.. seperti buih di lautan mengikuti kemna ombak..,takut terbongkar lgi bensin shell bagus shell rugi si merah rugi rakyat korban buih lautan mengikuti kemna ombak,neutral
0,jadi shell yg spbu (jualan bensin) tuh sudah ga di bawah pengawasan PT Shell Indo dia pindah kepemilikan ke citadel (yg punya org filipin+kanada) patungan sm sefas group (perusahaan kalimantan) yg jg jdi salah satu distributor oli shell utk tambang https://t.co/CYKjAXuX33,shell spbu jualan bensin tuh ga pengawasan pt shell indo pindah kepemilikan citadel org filipinkanada patungan sm sefas group perusahaan kalimantan jg jdi salah distributor oli shell utk tambang,neutral
0,Pom bensin shell masih ada itu JV baru dua2nya masih punya Shell.,pom bensin shell jv duanya shell,neutral
0,@nsalenan @ridwanhr Wah kebalikan ya. Kalau di daerah ku shell banyak cabang. BP dan vivo cuman 1 pom bensin.,kebalikan ya daerah ku shell cabang bp vivo cuman pom bensin,neutral
6,@ridwanhr Rezim melalui pertamina berhasil sabotase shell agar bangkrut. Terlihat jelas saat Semua pom bensin shell tutup serentak di Sumatera Utara . Lalu dilanjutkan dengan Dipaksa harga harus lebih mahal dari pertamina dan seringnya kosong pasokan bensin. Culas dan tidak sehat,rezim pertamina berhasil sabotase shell bangkrut pom bensin shell tutup serentak sumatera utara dilanjutkan dipaksa harga mahal pertamina kosong pasokan bensin culas sehat,neutral
2,@LexWu_13 Ini berita buruk lho gelap. Klo shell dikelola sama mereka nanti klo shell jual bensin oplosan konsumen sdh nggak punya pilihan lagi,berita buruk lho gelap klo shell dikelola klo shell jual bensin oplosan konsumen sdh nggak pilihan,negative
0,alhamdulillah udah ga pernah isi bensin di pertamina. terakhir aku kehabisan bensin trus yg terdekat pertamina akhirnya terpaksa beli tp 6rb aja biar bisa jalan beli shellmotor tarikan enak kalo pake shell,alhamdulillah udah ga isi bensin pertamina kehabisan bensin trus terdekat pertamina terpaksa beli tp rb biar jalan beli shellmotor tarikan enak kalo pake shell,positive
0,@ridwanhr Mungkin shell sudah melihat potensi baik buruk jualan bensin ditengah massivenya produksi EV didalam Dan luar,shell potensi buruk jualan bensin ditengah massivenya produksi ev didalam,negative
1,Mislead nih. Gua udh baca beritanya. Pom bensin shell bakal tetep ada ygy cuma beda kepemilikan aja ntar,mislead gua udh baca beritanya pom bensin shell tetep ygy beda kepemilikan ntar,neutral
0,@ridwanhr pantesan akhir akhir ini kalau beli bensin ke shell pegawainya gigih banget buat promosiin ganti oli sekalian,pantesan beli bensin shell pegawainya gigih banget promosiin ganti oli,positive
0,@LexWu_13 Ya Allah jujur yaa gw ksian bgt loh sm SHELL ini dia dlu d susahin bgt buat izinnya..bgitu dia urus izin si vivo ama bp bs msuk tnpa hrs bkin izin yg itu gw lupa nama izinnya apa..udh gtu wktu itu shell jg ttp hrs beli bensin dr pertamina jd kyk msih 1 kilang klo g slh..CMIIW,ya allah jujur yaa gw ksian bgt sm shell dlu d susahin bgt izinnyabgitu urus izin si vivo ama bp bs msuk tnpa hrs bkin izin gw lupa nama izinnya apaudh gtu wktu shell jg ttp hrs beli bensin dr pertamina jd kyk msih kilang klo g slhcmiiw,positive
0,Tai lah shell cabut dari indo. Walaupun tetep dipasok bensin nya tapi tetep aja ngaco. Setres.,tai shell cabut indo tetep dipasok bensin tetep ngaco setres,positive
0,@bedazzled_mr @ridwanhr @Shell Ya ke pom bensin lah jangan ke warung nasgor ga bakal dapet bensin dapetnya ya.. nasgor ,ya pom bensin warung nasgor ga dapet bensin dapetnya ya nasgor,neutral
0,@ridwanhr kemarin masih isi bensin di shell,kemarin isi bensin shell,neutral
1,@innovacommunity waktu belum tau shell ada jam operasional gini dulu pede bgt nongkrong sampe tengah malem pas pulang pada tutup semua baik si kuning ataupun si ijo akhirnya tetep beli di plat merah meski deg2an bensin udah ngedip ,tau shell jam operasional gini pede bgt nongkrong sampe malem pas pulang tutup si kuning si ijo tetep beli plat merah degan bensin udah ngedip,positive
0,@mahaabumi Mirip tukang bensin. Shell atau pertamina?,tukang bensin shell pertamina,neutral
0,@ridwanhr Ngantri beli bensin shell,ngantri beli bensin shell,neutral
0,@CNNIndonesia Jd sebenarnya Shell ini jualan SPBU apa jualan bensin sih... Kok jd bingung....,jd shell jualan spbu jualan bensin jd bingung,negative
6,@ridwanhr : ke shell yuk : yauda sekalian isi bensin kan... : hah isi bensin? : lah terus ngapain?? : ya mau beli tukucur lah... kok isi bensin. isi bensin mah skrng di BP aja,shell yuk yauda isi bensin hah isi bensin ngapain ya beli tukucur isi bensin isi bensin mah skrng bp,neutral
1,@cah_ngeslong @jakesvarna @ridwanhr Oke bro bayangin Shell ngomong kayak Pandji Pragiwaksono: Gue cabut dari pom bensin Indonesia bukan karena Pertamina galak lho! Ini strategi global bro fokus ke pelumas biar mesin lebih genit! *ngakak* Serius Shell lagi main cerdas pindah ke bisnis yang lebih cuan ,oke bro bayangin shell ngomong kayak pandji pragiwaksono gue cabut pom bensin indonesia pertamina galak lho strategi global bro fokus pelumas biar mesin genit ngakak serius shell main cerdas pindah bisnis cuan,neutral
100,@ridwanhr mau ga curiga karena ada intimidasi dari spbu bumn tapi ga mungkin. soalnya sekarang udah bener2 ngisi bensin di shell mulu mau mobil atau motor pun. udah ga percaya lagi sama si spbu bumn itu. https://t.co/NCloNo7Gae,ga curiga intimidasi spbu bumn ga udah bener ngisi bensin shell mulu mobil motor udah ga percaya si spbu bumn,negative
2,@ridwanhr Ahelah padahal enak bgtt pake bensin shell tuu,ahelah enak bgtt pake bensin shell tuu,positive
0,@ridwanhr Shell kaya spbu bp jadi nya. Yg punya spbu bp itu perusahaan akr (lokal) Bp cuma jual bensin aja ke akr,shell kaya spbu bp spbu bp perusahaan akr lokal bp jual bensin akr,neutral
2,@arisw89 @ridwanhr Masih aman beli bensin di shell..wkwkwk,aman beli bensin shellwkwkwk,positive
26,@ridwanhr : ke shell yuk? ‍ : ngisi bensin? : engga beli kopi susu tuku.,shell yuk ngisi bensin engga beli kopi susu tuku,positive
0,@itsdonerama @CNNIndonesia Untuk orang-orang yg biasa pake Pertamax setelah pindah ke Shell sy yakin mereka akan bertahan di Shell. Di SPBU Shell tempat sy isi bensin masih rame bbrp kali mendapati tutup SPBUnya Krn stocknya habis. Tp kalau yg biasanya pertalite ya akan kembali ke pertalite.,orangorang pake pertamax pindah shell sy bertahan shell spbu shell sy isi bensin rame bbrp kali mendapati tutup spbunya krn stocknya habis tp pertalite ya pertalite,neutral
0,@qingxisn tipe aku yang feromon bensin shell,tipe feromon bensin shell,neutral
0,Beli eceran karena lebih aman daripada Pertamina? LOH EMANG ITU BENSIN ECERAN BELI DARI MANA KALO PERTAMINA AJA UDAH PALING MURAH DI INDO? Yakali dia beli dari Shell dijual harga Pertalite Sumpah lucu banget bapaknya bisa-bisanya mikir kek gitu,beli eceran aman pertamina emang bensin eceran beli kalo pertamina udah murah indo yakali beli shell dijual harga pertalite sumpah lucu banget bapaknya bisabisanya mikir kek gitu,positive
0,@duhkuk @susukacangcung @ARSIPAJA Pertamax memang kualitasnya d bawah shell ngerasain sndr mesin batuk batuk kaya bensin yg d campur air,pertamax kualitasnya d shell ngerasain sndr mesin batuk batuk kaya bensin d campur air,positive
0,@Abet_424 bulan ini langsung skip kasih bensin shell ,langsung skip kasih bensin shell,positive
2,@tanyarlfes Kasih tulisan bensin shell ,kasih tulisan bensin shell,neutral
0,@tanyarlfes Jual bensin shell eceran di depan pom pertamina itu sesuatu banget.,jual bensin shell eceran pom pertamina banget,neutral
2,@innovacommunity Diesel Shell kan emang CN-nya (kaya RON kalo di bensin) 51 kalo Dex 53. jadi yg setara sama Diesel Shell itu Dexlite,diesel shell emang cnnya kaya ron kalo bensin kalo dex setara diesel shell dexlite,positive
0,Sebagai tim yang selalu isi bensin motor full sangat mengapresiasi Shell karena ada button biar nominalnya bulet Tadi isi full hampir full nominal di 68 ribuan ‍ : mau di buletin aja mas? *pencet tombol jadi pas di 70 ribu W O W tidak round up ke atas Uhuk https://t.co/KeIPc96Lr8,tim isi bensin motor full mengapresiasi shell button biar nominalnya bulet isi full full nominal ribuan buletin mas pencet tombol pas ribu w o w round up uhuk,positive
0,ngisi bensin di shell mulus bgt ngegasnya,ngisi bensin shell mulus bgt ngegasnya,positive
0,hidup gw jauh lebih indah setelah memutuskan hijrah dr pertamina ke shell beda harga ga seberapa tp kualitas kesehatan mental gw meningkat bgt WKWK abisnyaaa org spbu p word SELALU judes dan numpahin bensin (ga pernah merasa bersalah atau sekedar minta maaf) makan ati ew,hidup gw indah memutuskan hijrah dr pertamina shell beda harga ga tp kualitas kesehatan mental gw meningkat bgt wkwk abisnyaaa org spbu p word judes numpahin bensin ga bersalah sekedar maaf makan ati ew,positive
1,@tanyarlfes pasti itu bensin eceran shell,bensin eceran shell,neutral
1,andai saja pom bensin swasta masuk di balikpapan tanpa ada monopoli pihak yg dzolim pasti shell banyak diminati.,andai pom bensin swasta masuk balikpapan monopoli dzolim shell diminati,positive
2,Buy one get one nih guys kopi super. Asalkan kalian beli bensin Shell dulu. Pas bayar jangan lupa minta stempel buy 1 get 1nya ke kasir. https://t.co/U5PR11vX8d,buy one get one guys kopi super beli bensin shell pas bayar lupa stempel buy get kasir,positive
